active_hours,gps_variance,earnings_drop,claim_frequency,is_fraud
6.2472407130841745,1.9063571821788408,0.36599697090570255,1.7959754525911098,0
4.935967122017216,0.21035886311957896,0.4330880728874676,1.8033450352296265,0
4.123506965774815,1.9428287191077893,0.41622132040021087,0.6370173320348285,0
5.100427059120603,0.6780602616231216,0.2623782158161189,1.2958350559263474,0
7.671117368334277,0.3650383352388795,0.14607232426760908,1.099085529881075,0
1.2150897038028767,6.705241236872915,0.813010318597056,9.744427686266667,1
9.793792198447356,1.6359549614212763,0.15230688458668534,0.2930163420191516,0
6.640914962437607,0.3318726462050797,0.2475884550556351,0.10316556334565519,0
5.5526798896001015,1.3587923402725657,0.15585553804470548,1.5602040635334324,0
5.109126733153162,1.9422107927526613,0.3875664116805573,2.8184968246925672,0
0.6506606615265287,8.88677289689482,0.8542698063547792,9.143687545759647,1
6.1405199601615355,0.6337755684060234,0.27134804157912423,0.42277267492428794,0
1.6309228569096683,12.068573438476172,0.9458014336081975,8.85635173342973,1
4.444267910404542,0.7810848842341179,0.05793452976256486,2.5893102776267805,0
5.985388149115895,0.2207608655434449,0.1554911608578311,0.9755499660802411,0
7.8253448281312785,1.7857042108950205,0.23610746258097465,0.3587827378149051,0
8.564710291701385,1.166426675382043,0.3854835899772805,1.4813867890931722,0
6.565246110151298,0.14829634081378085,0.053945713496652226,0.09428755706020275,0
5.88613588645796,1.0662843132129352,0.4537832369630465,0.7478766874466248,0
8.533306831258292,0.5347165144340826,0.038489954914396496,0.8692543587413041,0
9.578185914055439,1.6354287211723921,0.31670187825521173,2.614381770563153,0
5.119420353316215,1.7958620971309578,0.26967112095782536,2.4223204654921875,0
5.908020849831184,0.30909865660258584,0.11396758127097084,1.281323365878769,0
9.164383499538062,0.11320904800926235,0.25537365128878287,1.252233009446337,0
4.719192204002097,0.7414688256668931,0.4714548519562596,0.9696087960622657,0
8.218113753371068,0.7908962445206585,0.48589104136048034,2.8873418848263337,0
6.983491035354312,0.6716687886518623,0.1424202471887338,0.11066084206359839,0
7.016074139373169,0.19780962737497976,0.13932323211830572,2.724797657899961,0
4.8693692325473386,1.0299602445273697,0.49282522705530035,0.7261658145345012,0
8.569717691972306,0.5515113335855594,0.3641081743059298,1.1033493981577598,0
7.801178264565368,1.1179718997420411,0.04514488502720415,2.505907486767714,0
1.024186116598562,7.264957751979379,0.92903455808189,5.871832145024957,1
8.145626428614795,0.834797157971021,0.46836499436836726,0.41256283243797975,0
4.680841127443534,1.8569178747292694,0.4386696766904905,0.7738248831454668,0
1.7944315159066535,14.004180571633304,0.9266202914546536,6.6951489552435035,1
6.095257447675966,1.4793157898534548,0.44855512997628855,2.661259272795352,0
7.852189876925727,0.2598659334905928,0.08081435704730688,2.695662565581238,0
4.055182309699778,0.292795931445461,0.3317508845540279,0.01518475153865606,0
