rainfall,aqi,temperature,disruption
37.454011884736246,227.13598412484893,29.341020461667462,0
95.07143064099162,263.0460467187596,28.322802405785083,1
73.1993941811405,434.54632694098115,24.403847812571502,1
59.86584841970366,203.00197372695146,35.1816667525372,0
15.601864044243651,441.3423581654771,31.915604012715722,1
15.599452033620265,89.66049393951117,41.64252480810009,0
5.8083612168199465,399.5592967438838,20.802739512051456,1
86.61761457749351,431.3964348746314,36.09669818887816,1
60.11150117432088,131.81794377680245,39.07372196278903,1
70.80725777960456,243.6559395674902,38.98716422970767,1
2.0584494295802447,124.47489859864503,42.15184917738813,1
96.99098521619943,367.971858047398,38.225843570737354,1
83.24426408004217,290.9064956277455,43.195251541192405,1
21.233911067827616,335.89550601874447,28.316414995522287,0
18.182496720710063,138.41913513029502,32.580235418788575,0
18.34045098534338,145.28563792358878,20.351991582072266,0
30.42422429595377,68.67379647945786,20.17393968258228,0
52.475643163223786,194.93039083807838,26.003165511287996,0
43.194501864211574,301.8850976001537,22.52017992847713,0
29.122914019804192,436.07071129879796,26.50528419839384,1
61.18528947223795,350.11735135640635,24.426082363209936,1
13.949386065204184,245.92834552988813,20.713000620966206,0
29.214464853521815,478.90405147736203,42.732603660151234,1
36.63618432936917,373.6603402591243,20.20557828472229,1
45.606998421703594,468.5743412881475,38.40205360842714,1
78.51759613930136,287.4145879724746,23.803697172987913,1
19.967378215835975,166.50692365691282,42.80574054999,1
51.42344384136116,73.7720088641249,42.319898489747146,1
59.24145688620425,376.7381831677327,36.34752865923143,1
4.645041271999773,104.58634910249035,36.80585374501513,0
60.75448519014384,186.24880772238524,20.133478549242213,1
17.052412368729154,289.61190854775384,44.62178915284005,1
6.505159298527952,303.98746450088646,41.94581508939536,0
94.88855372533332,320.2624386442112,42.3776556432523,1
96.56320330745594,124.81489865736529,36.4811134262718,1
80.83973481164611,220.88183216974193,28.619673216363413,1
30.46137691733707,327.737402202635,42.341216227262024,1
9.767211400638388,486.41848908520313,27.28792320377981,1
68.42330265121569,377.4340119648599,34.06778858355507,1
44.01524937396013,465.171690692281,22.49327430859706,1
12.203823484477883,392.9954262413797,43.04889075331876,1
49.51769101112702,316.2726360015802,23.519261444280332,0
3.4388521115218396,136.41051611135504,25.622420143260182,0
90.9320402078782,350.00854335163086,33.95335395320537,1
25.87799816000169,330.52080468195817,39.10232500532454,0
66.2522284353982,321.1111267057699,35.48378264840747,1
31.171107608941096,270.40364059470835,25.803347820003903,0
52.00680211778108,287.895471795174,20.023576063187257,0
54.67102793432797,200.49913720314683,38.92876450768598,0
18.485445552552704,283.69071168903645,44.630183147777345,1
96.95846277645586,138.90015755531522,40.24782800765226,1
77.51328233611146,412.3284788121695,31.50516545391538,1
93.9498941564189,133.59962961441852,42.594181534977665,1
89.48273504276489,88.23483045025989,30.24619182795875,1
59.78999788110851,246.31071186072083,33.123352106086685,0
92.18742350231169,346.2383477777278,31.92824418489208,1
8.84925020519195,246.9725712200936,31.190596816638124,0
19.59828624191452,174.53935937808888,39.37976923234764,0
4.522728891053807,301.17703275069834,33.169222681737295,0
32.53303307632643,206.15105093548996,27.9179280506304,0
38.8677289689482,469.7904605569849,26.453954191461957,1
27.134903177389592,465.19031282160745,20.943682924185836,1
82.87375091519293,276.06731898744295,34.57987904707615,1
35.67533266935893,197.54779730821633,25.749035385025856,0
28.093450968738075,381.7095862804876,23.703348050409577,1
54.26960831582485,66.52082456737999,36.34574909569194,0
14.092422497476264,263.6460527196431,37.03023144553872,0
80.21969807540397,201.34552742165008,38.80387230644165,1
7.455064367977082,464.2411482961496,32.589422408464785,1
98.68869366005173,55.401362272707146,42.351365130097165,1
77.22447692966574,298.7666940732571,43.408568834955695,1
19.87156815341724,383.2986114799817,40.18427349481223,1
0.5522117123602399,268.2580943858186,35.889837050204676,0
81.54614284548342,88.43136357322476,27.59302383977972,1
70.68573438476172,487.607625512556,44.57362304050553,1
72.90071680409874,283.1046941192441,26.85340417979846,1
77.12703466859458,326.3838099435551,25.066423049760775,1
7.4044651734090365,156.4744022183783,31.05385284466457,0
35.84657285442726,267.5741382980617,21.42101426780971,0
11.586905952512971,243.11727138124485,44.462361616794766,1
86.31034258755935,83.70312890089268,34.71083891041062,1
62.329812682755794,97.77215909636024,33.92380229160438,1
33.08980248526492,426.86263382844857,36.394906997492996,1
6.355835028602364,157.9189784929656,32.42559119443017,0
31.09823217156622,137.73122217438373,20.80158792736354,0
32.518332202674706,277.21015306256265,35.307782221009916,0
72.96061783380641,395.9362091131308,37.904346923910765,1
63.75574713552131,77.87593336054456,30.41872651560133,1
88.72127425763266,309.56356383721516,38.93238930177982,1
47.22149251619493,103.644699278258,25.675032483460516,0
11.959424593830171,66.40747287152831,25.531914776654602,0
71.3244787222995,73.73477847299782,24.03542469218935,1
76.07850486168974,425.3738486937986,29.299868994729046,1
56.127719756949624,103.08761763262771,41.17530088472709,0
77.0967179954561,70.31811398553137,40.697801553726606,1
49.379559636439076,247.05494921431054,29.570605199087595,0
52.27328293819941,429.79706237391116,34.72796839950591,1
42.75410183585496,168.0837694201859,38.020407911872894,0
2.541912674409519,239.77067788666238,26.030169365700573,0
10.789142699330444,67.96513965368806,24.203527147368675,0
3.142918568673425,252.08533136069414,44.30239983030778,1
63.64104112637804,309.9258862867102,35.43893283024046,1
31.435598107632668,306.9081741884652,44.5353930458416,1
50.85706911647028,199.59201147846431,28.443899678305726,0
90.7566473926093,191.989931298411,37.575792499353284,1
24.929222914887493,97.98062852146904,25.565090913530945,0
41.038292303562976,215.05924429082077,26.530004281847823,0
75.55511385430486,94.7726009928341,32.7975530317406,1
22.879816549162246,394.9681751204232,27.99045313770178,1
7.697990982879299,484.82343398668365,24.19053909601461,1
28.9751452913768,486.5335055000181,26.57201754973315,1
16.122128725400444,439.28199471892725,20.893709861646617,1
92.96976523425731,320.3564672028286,37.61059053693717,1
80.8120379564417,365.38956375974595,32.30291642714654,1
63.34037565104234,178.34261120618632,22.35607666011314,1
87.14605901877177,333.8466890776793,24.29234982821228,1
80.36720768991145,255.04229724794484,22.563363452816102,1
18.657005888603585,266.90780289961964,35.31482020689691,0
89.25589984899777,390.99945216882105,22.355259090312344,1
53.93422419156507,176.86326001876324,38.8570583258804,0
80.74401551640625,193.11782526253396,20.51277298300978,1
89.60912999234932,466.0888060078865,26.2343946998973,1
31.800347497186387,75.30093268293751,42.26666689729768,1
11.005192452767677,268.5354342860032,37.96328295305615,0
22.793516254194166,460.7603601835378,21.824208323142194,1
42.71077886262563,324.66335351817065,40.52815261212949,0
81.80147659224932,295.88318339545947,32.325878038505124,1
86.07305832563435,162.38488065320985,41.16957567922073,1
0.6952130531190703,204.47397007900173,35.01849436125983,0
51.07473025775657,433.4217871121118,37.04582580082147,1
41.7411003148779,301.6481592958062,44.83753900989271,1
22.210781047073024,281.63398719055095,25.808388648100454,0
11.98653673336828,94.81087109301302,35.59863936903471,0
33.7615171403628,57.21267040480541,31.50803475143496,0
94.29097039125192,483.6583349091721,20.986298823067287,1
32.320293202075526,219.64377527907874,20.361766037571627,0
51.87906217433661,321.44587794477695,22.980714445446466,0
70.30189588951778,85.87178293427824,36.22729351346371,1
36.3629602379294,357.40142857537097,34.17907719783481,1
97.17820827209607,469.6550189176824,33.83573902909319,1
96.24472949421113,309.0493638488388,20.796419063206503,1
25.178229582536417,106.75189506893476,31.732574909000178,0
49.72485058923854,311.7746873630645,43.11557044606322,1
30.087830981676966,394.8562458970936,29.939796732766165,1
28.484049437746762,232.8874414583084,35.62306174471141,0
3.6886947354532795,445.92698657366054,39.495466890578584,1
60.956433397989684,341.907329010814,39.59813197854719,1
50.26790232288615,454.6620132301411,32.982002059881786,1
5.147875124998935,330.57739006130174,41.44879863505841,0
27.864646423661142,109.0795874021709,29.78445233409367,0
90.82658859666537,189.3612699973351,42.21733036961996,1
23.95618906669724,140.80772671360563,26.005679159888633,0
14.48948720912231,458.97192397258806,27.005410174764275,1
48.9452760277563,392.1800302793672,21.32801560497503,1
98.56504541106007,354.3792660095027,39.88954591355707,1
24.20552715115004,185.43484383422975,30.426380905817638,0
67.21355474058785,132.82014742259608,25.727915347784975,1
76.16196153287176,390.4029895950103,25.79475694041449,1
23.763754399239968,263.37107564558585,42.53499853073083,1
72.82163486118596,151.6052984677831,40.84791501152593,1
36.77831327192532,327.4798901743738,33.83827213392958,0
63.23058305935795,68.15023346230339,35.40277001039303,1
63.35297107608947,196.77661435771407,31.858139263757273,1
53.57746840747585,260.8506475660106,29.791663571970222,0
9.02897700544083,116.58125034923263,42.88692203045829,1
83.5302495589238,493.0945149158778,23.14031758800755,1
32.07800649717358,144.0938140653264,30.4611697429057,0
18.651851039985424,108.65890851946949,28.614047699696883,0
4.077514155476392,141.59069324910337,32.45376800627871,0
59.08929431882418,396.0775099218759,31.440796863629377,1
67.75643618422824,241.47754667232925,32.97223829127704,1
1.6587828927856152,304.43717288864207,23.49797443067485,0
51.2093058299281,59.45412064386234,32.82853753783193,0
22.649577519793795,65.49408885799156,26.06047034718027,0
64.51727904094498,250.62149742215726,24.608283724704783,1
17.436642900499145,417.4948594407306,21.62085546965478,1
69.09377381024659,448.35749541840437,39.06631396890352,1
38.67353463005374,89.0179554180381,30.686048021414,0
93.67299887367345,292.2633959454603,35.66609208279396,1
13.752094414599325,460.9533588256717,38.18983358261858,1
